community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Fort McMurray,Fort McMurray,2026-06-02 22:00,2.0,,2,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-02 22:00,3.0,,2,2,2026-06-03T05:58:23+00:00,3.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-02 22:00,1.0,,2,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-02 22:00,1.0,,2,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-02 22:00,1.0,,3,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-02 22:00,1.0,,2,1,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-02 22:00,1.0,,2,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-02 22:00,1.0,,2,2,2026-06-03T05:58:23+00:00,1.0,2026-06-03T05:58:23+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-02 22:00,2.0,,2,2,2026-06-03T05:58:23+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 03:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 03:00,2.0,,3,2,2026-06-03T09:56:50+00:00,2.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 02:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 03:00,2.0,,2,2,2026-06-03T09:56:50+00:00,2.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 03:00,2.0,,2,2,2026-06-03T09:56:50+00:00,2.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 03:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 03:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 03:00,1.0,,3,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 03:00,1.0,,2,1,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 03:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 03:00,1.0,,2,2,2026-06-03T09:56:50+00:00,1.0,2026-06-03T09:56:50+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 02:00,1.0,,2,2,2026-06-03T09:56:50+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 05:00,2.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,1.0,1.0,Minor difference
Calgary,Calgary,2026-06-03 04:00,2.0,,3,2,2026-06-03T11:57:14+00:00,2.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 05:00,1.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 05:00,1.0,,2,2,2026-06-03T11:57:14+00:00,2.0,2026-06-03T11:57:14+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-03 05:00,2.0,,2,2,2026-06-03T11:57:14+00:00,2.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 03:00,1.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 04:00,1.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 04:00,1.0,,3,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 05:00,1.0,,2,1,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 04:00,1.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 04:00,1.0,,2,2,2026-06-03T11:57:14+00:00,1.0,2026-06-03T11:57:14+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 05:00,1.0,,2,2,2026-06-03T11:57:14+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 09:00,1.0,2.0,3,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 09:00,2.0,2.0,2,2,2026-06-03T15:53:29+00:00,2.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 09:00,1.0,2.0,2,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 09:00,2.0,2.0,2,1,2026-06-03T15:53:29+00:00,2.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 09:00,2.0,2.0,2,2,2026-06-03T15:53:29+00:00,2.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 07:00,1.0,2.0,2,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 09:00,1.0,2.0,2,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 09:00,2.0,2.0,2,2,2026-06-03T15:53:29+00:00,2.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 09:00,1.0,1.0,2,1,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 09:00,1.0,2.0,2,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 08:00,1.0,2.0,3,2,2026-06-03T15:53:29+00:00,1.0,2026-06-03T15:53:29+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 09:00,2.0,2.0,3,2,2026-06-03T15:53:29+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 11:00,3.0,2.0,3,2,2026-06-03T17:58:42+00:00,3.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 11:00,2.0,2.0,2,2,2026-06-03T17:58:42+00:00,2.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 11:00,1.0,2.0,2,2,2026-06-03T17:58:42+00:00,1.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 11:00,2.0,2.0,2,1,2026-06-03T17:58:42+00:00,2.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 11:00,2.0,2.0,2,2,2026-06-03T17:58:42+00:00,2.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 07:00,1.0,2.0,2,2,2026-06-03T17:58:42+00:00,,2026-06-03T17:58:42+00:00,,,OK
Medicine Hat,Medicine Hat,2026-06-03 11:00,1.0,2.0,2,2,2026-06-03T17:58:42+00:00,1.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 11:00,2.0,2.0,2,2,2026-06-03T17:58:42+00:00,2.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 10:00,1.0,1.0,2,1,2026-06-03T17:58:42+00:00,1.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 09:00,1.0,2.0,2,2,2026-06-03T17:58:42+00:00,1.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 11:00,1.0,2.0,3,2,2026-06-03T17:58:42+00:00,1.0,2026-06-03T17:58:42+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 11:00,4.0,2.0,3,2,2026-06-03T17:58:42+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 16:00,2.0,3.0,3,3,2026-06-03T22:58:53+00:00,2.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 16:00,3.0,2.0,2,2,2026-06-03T22:58:53+00:00,3.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 16:00,2.0,2.0,2,2,2026-06-03T22:58:53+00:00,2.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 16:00,1.0,2.0,2,1,2026-06-03T22:58:53+00:00,1.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 16:00,2.0,2.0,2,2,2026-06-03T22:58:53+00:00,3.0,2026-06-03T22:58:54+00:00,-1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-06-03 16:00,2.0,2.0,2,2,2026-06-03T22:58:53+00:00,2.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 16:00,1.0,2.0,2,2,2026-06-03T22:58:53+00:00,1.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 16:00,3.0,2.0,2,2,2026-06-03T22:58:53+00:00,3.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 16:00,1.0,1.0,2,1,2026-06-03T22:58:53+00:00,1.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,,,2.0,2,2,2026-06-03T22:58:53+00:00,1.0,2026-06-03T22:58:54+00:00,,,OK
St. Albert,St. Albert,2026-06-03 16:00,3.0,2.0,3,2,2026-06-03T22:58:53+00:00,3.0,2026-06-03T22:58:54+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 16:00,3.0,4.0,3,3,2026-06-03T22:58:53+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 17:00,2.0,,3,3,2026-06-03T23:54:48+00:00,2.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 17:00,2.0,,3,3,2026-06-03T23:54:48+00:00,2.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 17:00,2.0,,2,2,2026-06-03T23:54:48+00:00,2.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 17:00,1.0,,2,2,2026-06-03T23:54:48+00:00,1.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 17:00,3.0,,2,2,2026-06-03T23:54:48+00:00,3.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 17:00,2.0,,2,2,2026-06-03T23:54:48+00:00,2.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 17:00,1.0,,2,2,2026-06-03T23:54:48+00:00,1.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 17:00,3.0,,3,3,2026-06-03T23:54:48+00:00,3.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 17:00,1.0,,2,2,2026-06-03T23:54:48+00:00,1.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 17:00,2.0,,2,2,2026-06-03T23:54:48+00:00,2.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 17:00,3.0,,3,3,2026-06-03T23:54:48+00:00,3.0,2026-06-03T23:54:49+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 17:00,3.0,,3,4,2026-06-03T23:54:48+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 18:00,2.0,,3,3,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 18:00,2.0,,3,3,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 18:00,2.0,,2,2,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 18:00,1.0,,2,2,2026-06-04T01:32:46+00:00,1.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-03 18:00,3.0,,2,2,2026-06-04T01:32:46+00:00,3.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 19:00,2.0,,2,2,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 18:00,2.0,,2,2,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 18:00,3.0,,3,3,2026-06-04T01:32:46+00:00,3.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 19:00,1.0,,2,2,2026-06-04T01:32:46+00:00,1.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 18:00,2.0,,2,2,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 18:00,3.0,,3,3,2026-06-04T01:32:46+00:00,2.0,2026-06-04T01:32:46+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-06-03 19:00,2.0,,3,4,2026-06-04T01:32:46+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 21:00,2.0,,3,3,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 21:00,2.0,,3,3,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 21:00,2.0,,2,2,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 21:00,2.0,,2,2,2026-06-04T03:28:09+00:00,1.0,2026-06-04T03:28:09+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-03 21:00,3.0,,2,2,2026-06-04T03:28:09+00:00,3.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 21:00,2.0,,2,2,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 21:00,2.0,,2,2,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 21:00,2.0,,3,3,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 21:00,2.0,,2,2,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 21:00,3.0,,2,2,2026-06-04T03:28:09+00:00,3.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-03 21:00,2.0,,3,3,2026-06-04T03:28:09+00:00,2.0,2026-06-04T03:28:09+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 21:00,2.0,,3,4,2026-06-04T03:28:09+00:00,,,,,OK
Edmonton,Edmonton,2026-06-03 22:00,2.0,,3,3,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-03 22:00,2.0,,3,3,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-03 22:00,2.0,,2,2,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-03 22:00,2.0,,2,2,2026-06-04T05:57:07+00:00,1.0,2026-06-04T05:57:07+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-03 22:00,3.0,,2,2,2026-06-04T05:57:07+00:00,3.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-03 23:00,2.0,,2,2,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-03 22:00,1.0,,2,2,2026-06-04T05:57:07+00:00,1.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-03 22:00,2.0,,3,3,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-03 23:00,2.0,,2,2,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-03 22:00,3.0,,2,2,2026-06-04T05:57:07+00:00,4.0,2026-06-04T05:57:07+00:00,-1.0,1.0,Minor difference
St. Albert,St. Albert,2026-06-03 22:00,2.0,,3,3,2026-06-04T05:57:07+00:00,2.0,2026-06-04T05:57:07+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-03 23:00,2.0,,3,4,2026-06-04T05:57:07+00:00,,,,,OK
Edmonton,Edmonton,2026-06-04 01:00,2.0,,3,3,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-04 01:00,2.0,,3,3,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-04 01:00,2.0,,2,2,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-04 01:00,1.0,,2,2,2026-06-04T07:56:20+00:00,1.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-04 01:00,2.0,,2,2,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-04 01:00,2.0,,2,2,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-04 01:00,1.0,,2,2,2026-06-04T07:56:20+00:00,1.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-04 01:00,2.0,,3,3,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-04 01:00,2.0,,2,2,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-04 01:00,4.0,,3,4,2026-06-04T07:56:20+00:00,4.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-04 01:00,2.0,,3,3,2026-06-04T07:56:20+00:00,2.0,2026-06-04T07:56:20+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-04 01:00,2.0,,3,4,2026-06-04T07:56:20+00:00,,,,,OK
Edmonton,Edmonton,2026-06-04 02:00,2.0,,3,3,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-04 02:00,2.0,,3,3,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-04 02:00,2.0,,2,2,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-04 02:00,1.0,,2,2,2026-06-04T09:36:20+00:00,1.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-04 02:00,2.0,,2,2,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-04 03:00,2.0,,2,2,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-04 02:00,1.0,,2,2,2026-06-04T09:36:20+00:00,1.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-04 02:00,2.0,,3,3,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-04 03:00,1.0,,2,2,2026-06-04T09:36:20+00:00,1.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-04 02:00,4.0,,3,4,2026-06-04T09:36:20+00:00,4.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-04 02:00,2.0,,3,3,2026-06-04T09:36:20+00:00,2.0,2026-06-04T09:36:20+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-04 02:00,2.0,,3,4,2026-06-04T09:36:20+00:00,,,,,OK
Edmonton,Edmonton,2026-06-04 04:00,2.0,,3,3,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-04 04:00,2.0,,3,3,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-04 04:00,2.0,,2,2,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-04 04:00,1.0,,2,2,2026-06-04T11:23:59+00:00,1.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-04 03:00,2.0,,2,2,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-04 03:00,2.0,,2,2,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-04 04:00,1.0,,2,2,2026-06-04T11:23:59+00:00,1.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-04 04:00,2.0,,3,3,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-04 05:00,1.0,,2,2,2026-06-04T11:23:59+00:00,1.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-04 04:00,3.0,,3,4,2026-06-04T11:23:59+00:00,3.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-04 04:00,2.0,,3,3,2026-06-04T11:23:59+00:00,2.0,2026-06-04T11:23:59+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-04 05:00,2.0,,3,4,2026-06-04T11:23:59+00:00,,,,,OK
Edmonton,Edmonton,2026-06-04 06:00,2.0,2.0,3,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-04 06:00,2.0,2.0,3,3,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-04 06:00,2.0,2.0,2,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-04 06:00,1.0,2.0,2,2,2026-06-04T13:28:50+00:00,1.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-04 06:00,2.0,2.0,2,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-04 07:00,2.0,2.0,2,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-04 06:00,1.0,2.0,3,2,2026-06-04T13:28:50+00:00,1.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-04 06:00,2.0,2.0,3,3,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-04 07:00,1.0,2.0,2,2,2026-06-04T13:28:50+00:00,1.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-04 06:00,2.0,2.0,2,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-04 06:00,2.0,2.0,3,2,2026-06-04T13:28:50+00:00,2.0,2026-06-04T13:28:50+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-04 07:00,2.0,2.0,3,2,2026-06-04T13:28:50+00:00,,,,,OK
Edmonton,Edmonton,2026-06-04 08:00,2.0,2.0,3,2,2026-06-04T15:26:48+00:00,2.0,2026-06-04T15:26:48+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-04 08:00,2.0,2.0,3,3,2026-06-04T15:26:48+00:00,2.0,2026-06-04T15:26:48+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-04 08:00,2.0,2.0,2,2,2026-06-04T15:26:48+00:00,2.0,2026-06-04T15:26:48+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-04 08:00,2.0,2.0,2,2,2026-06-04T15:26:48+00:00,2.0,2026-06-04T15:26:48+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-04 08:00,2.0,2.0,2,2,2026-06-04T15:26:48+00:00,2.0,2026-06-04T15:26:48+00:00,0.0,0.0,OK
