community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Strathcona County,Sherwood Park,2026-07-18 17:00,4.0,,3,4,2026-07-18T23:35:05+00:00,,,,,OK
Edmonton,Edmonton,2026-07-18 18:00,4.0,,3,4,2026-07-19T00:56:31+00:00,4.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-18 18:00,5.0,,5,6,2026-07-19T00:56:31+00:00,5.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-18 18:00,4.0,,3,4,2026-07-19T00:56:31+00:00,4.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-18 18:00,2.0,,3,3,2026-07-19T00:56:31+00:00,2.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-18 18:00,3.0,,4,3,2026-07-19T00:56:31+00:00,3.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-18 18:00,3.0,,3,3,2026-07-19T00:56:31+00:00,3.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-18 18:00,3.0,,3,4,2026-07-19T00:56:31+00:00,3.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-18 18:00,5.0,,5,6,2026-07-19T00:56:31+00:00,5.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-18 18:00,2.0,,3,3,2026-07-19T00:56:31+00:00,2.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-18 18:00,3.0,,3,3,2026-07-19T00:56:31+00:00,3.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-18 18:00,3.0,,3,4,2026-07-19T00:56:31+00:00,3.0,2026-07-19T00:56:31+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-18 18:00,4.0,,3,4,2026-07-19T00:56:31+00:00,,,,,OK
Edmonton,Edmonton,2026-07-18 19:00,4.0,,3,4,2026-07-19T01:58:02+00:00,4.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-18 19:00,4.0,,5,6,2026-07-19T01:58:02+00:00,4.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-18 19:00,4.0,,3,4,2026-07-19T01:58:02+00:00,4.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-18 19:00,3.0,,3,3,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-18 19:00,3.0,,4,3,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-18 19:00,3.0,,3,3,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-18 19:00,3.0,,3,4,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-18 19:00,5.0,,5,6,2026-07-19T01:58:02+00:00,5.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-18 19:00,2.0,,3,3,2026-07-19T01:58:02+00:00,2.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-18 19:00,3.0,,3,3,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-18 19:00,3.0,,3,4,2026-07-19T01:58:02+00:00,3.0,2026-07-19T01:58:02+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-18 19:00,4.0,,3,4,2026-07-19T01:58:02+00:00,,,,,OK
Edmonton,Edmonton,2026-07-18 20:00,4.0,,3,4,2026-07-19T03:25:42+00:00,4.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-18 20:00,4.0,,5,6,2026-07-19T03:25:42+00:00,4.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-18 20:00,4.0,,3,4,2026-07-19T03:25:42+00:00,4.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-18 20:00,3.0,,3,3,2026-07-19T03:25:42+00:00,3.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-18 20:00,3.0,,4,3,2026-07-19T03:25:42+00:00,3.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-18 21:00,3.0,,3,3,2026-07-19T03:25:42+00:00,3.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-18 20:00,3.0,,3,4,2026-07-19T03:25:42+00:00,3.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-18 20:00,4.0,,5,6,2026-07-19T03:25:42+00:00,4.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-18 21:00,2.0,,3,3,2026-07-19T03:25:42+00:00,2.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-18 20:00,3.0,,3,3,2026-07-19T03:25:42+00:00,3.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-18 20:00,4.0,,3,4,2026-07-19T03:25:42+00:00,4.0,2026-07-19T03:25:42+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-18 21:00,7.0,,3,4,2026-07-19T03:25:42+00:00,,,,,OK
Edmonton,Edmonton,2026-07-18 22:00,4.0,,3,4,2026-07-19T05:25:58+00:00,4.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-18 22:00,8.0,,5,6,2026-07-19T05:25:58+00:00,8.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-18 22:00,7.0,,3,4,2026-07-19T05:25:58+00:00,7.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-18 22:00,3.0,,3,3,2026-07-19T05:25:58+00:00,3.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-18 22:00,3.0,,4,3,2026-07-19T05:25:58+00:00,2.0,2026-07-19T05:25:58+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-18 22:00,3.0,,3,3,2026-07-19T05:25:58+00:00,3.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-18 22:00,3.0,,3,4,2026-07-19T05:25:58+00:00,3.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-18 22:00,4.0,,5,6,2026-07-19T05:25:58+00:00,4.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-18 22:00,2.0,,3,3,2026-07-19T05:25:58+00:00,2.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-18 22:00,3.0,,3,3,2026-07-19T05:25:58+00:00,3.0,2026-07-19T05:25:58+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-18 22:00,4.0,,3,4,2026-07-19T05:25:58+00:00,3.0,2026-07-19T05:25:58+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-18 22:00,5.0,,3,4,2026-07-19T05:25:58+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 00:00,4.0,,3,4,2026-07-19T07:09:00+00:00,4.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 00:00,5.0,,5,6,2026-07-19T07:09:00+00:00,5.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 00:00,5.0,,3,4,2026-07-19T07:09:00+00:00,5.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 00:00,3.0,,3,3,2026-07-19T07:09:00+00:00,3.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 00:00,2.0,,4,3,2026-07-19T07:09:00+00:00,2.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 00:00,3.0,,3,3,2026-07-19T07:09:00+00:00,3.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 00:00,3.0,,3,4,2026-07-19T07:09:00+00:00,3.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 00:00,4.0,,5,6,2026-07-19T07:09:00+00:00,4.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 00:00,2.0,,3,3,2026-07-19T07:09:00+00:00,2.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 00:00,3.0,,3,3,2026-07-19T07:09:00+00:00,3.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 00:00,3.0,,3,4,2026-07-19T07:09:00+00:00,3.0,2026-07-19T07:09:00+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 00:00,4.0,,3,4,2026-07-19T07:09:00+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 02:00,3.0,,3,4,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 02:00,4.0,,5,6,2026-07-19T08:59:39+00:00,4.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 02:00,3.0,,3,4,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 02:00,3.0,,3,3,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 02:00,2.0,,4,3,2026-07-19T08:59:39+00:00,2.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 02:00,3.0,,3,3,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 02:00,3.0,,3,4,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 02:00,3.0,,5,6,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 02:00,2.0,,3,3,2026-07-19T08:59:39+00:00,2.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 02:00,3.0,,3,3,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 02:00,3.0,,3,4,2026-07-19T08:59:39+00:00,3.0,2026-07-19T08:59:39+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 02:00,3.0,,3,4,2026-07-19T08:59:39+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 03:00,3.0,,3,4,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 03:00,4.0,,5,6,2026-07-19T09:55:35+00:00,4.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 02:00,3.0,,3,4,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 03:00,3.0,,3,3,2026-07-19T09:55:35+00:00,2.0,2026-07-19T09:55:35+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-19 03:00,2.0,,4,3,2026-07-19T09:55:35+00:00,2.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 03:00,3.0,,3,3,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 03:00,3.0,,3,4,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 03:00,3.0,,5,6,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 03:00,2.0,,3,3,2026-07-19T09:55:35+00:00,2.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 03:00,3.0,,3,3,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 03:00,3.0,,3,4,2026-07-19T09:55:35+00:00,3.0,2026-07-19T09:55:35+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 03:00,3.0,,3,4,2026-07-19T09:55:35+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 04:00,3.0,,3,4,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 04:00,3.0,,5,6,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 04:00,3.0,,3,4,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 04:00,2.0,,3,3,2026-07-19T10:46:32+00:00,2.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 03:00,2.0,,4,3,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,-1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-19 03:00,3.0,,3,3,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 04:00,3.0,,3,4,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 04:00,3.0,,5,6,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 04:00,3.0,,3,3,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 04:00,3.0,,3,3,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 04:00,3.0,,3,4,2026-07-19T10:46:32+00:00,3.0,2026-07-19T10:46:33+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 04:00,3.0,,3,4,2026-07-19T10:46:32+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 05:00,3.0,,3,4,2026-07-19T11:38:41+00:00,3.0,2026-07-19T11:38:42+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 04:00,3.0,,5,6,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,1.0,1.0,Minor difference
Red Deer,Red Deer,2026-07-19 05:00,3.0,,3,4,2026-07-19T11:38:41+00:00,3.0,2026-07-19T11:38:42+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 05:00,2.0,,3,3,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 05:00,3.0,,4,3,2026-07-19T11:38:41+00:00,4.0,2026-07-19T11:38:42+00:00,-1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-19 03:00,3.0,,3,3,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-19 04:00,3.0,,3,4,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,1.0,1.0,Minor difference
Airdrie,Airdrie,2026-07-19 04:00,3.0,,5,6,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,1.0,1.0,Minor difference
Cold Lake,Cold Lake,2026-07-19 05:00,3.0,,3,3,2026-07-19T11:38:41+00:00,3.0,2026-07-19T11:38:42+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 04:00,3.0,,3,3,2026-07-19T11:38:41+00:00,1.0,2026-07-19T11:38:42+00:00,2.0,2.0,Significant difference
St. Albert,St. Albert,2026-07-19 04:00,3.0,,3,4,2026-07-19T11:38:41+00:00,2.0,2026-07-19T11:38:42+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-19 05:00,3.0,,3,4,2026-07-19T11:38:41+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 06:00,3.0,3.0,6,4,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 06:00,3.0,4.0,4,4,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 06:00,3.0,3.0,5,3,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 06:00,2.0,4.0,7,7,2026-07-19T12:35:21+00:00,2.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 06:00,3.0,4.0,7,7,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 03:00,3.0,4.0,3,4,2026-07-19T12:35:21+00:00,2.0,2026-07-19T12:35:21+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-19 06:00,3.0,4.0,3,4,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 06:00,2.0,4.0,4,4,2026-07-19T12:35:21+00:00,2.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 06:00,2.0,2.0,6,4,2026-07-19T12:35:21+00:00,2.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 06:00,3.0,3.0,5,3,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 06:00,3.0,3.0,6,4,2026-07-19T12:35:21+00:00,3.0,2026-07-19T12:35:21+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 06:00,3.0,3.0,6,4,2026-07-19T12:35:21+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 07:00,3.0,3.0,6,4,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 07:00,3.0,4.0,4,4,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 07:00,3.0,3.0,5,3,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 07:00,2.0,4.0,7,7,2026-07-19T13:50:31+00:00,2.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 07:00,3.0,4.0,7,7,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 07:00,3.0,4.0,3,4,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 07:00,3.0,4.0,3,4,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 07:00,2.0,4.0,4,4,2026-07-19T13:50:31+00:00,2.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 07:00,2.0,2.0,6,4,2026-07-19T13:50:31+00:00,2.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 07:00,2.0,3.0,5,3,2026-07-19T13:50:31+00:00,2.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 07:00,3.0,3.0,6,4,2026-07-19T13:50:31+00:00,3.0,2026-07-19T13:50:31+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 07:00,3.0,3.0,6,4,2026-07-19T13:50:31+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 08:00,3.0,3.0,6,4,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 08:00,3.0,4.0,4,4,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 08:00,3.0,3.0,5,3,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 08:00,2.0,4.0,7,7,2026-07-19T14:39:43+00:00,2.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 08:00,2.0,4.0,7,7,2026-07-19T14:39:43+00:00,2.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 08:00,3.0,4.0,3,4,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 08:00,3.0,4.0,3,4,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 08:00,2.0,4.0,4,4,2026-07-19T14:39:43+00:00,2.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 08:00,2.0,2.0,6,4,2026-07-19T14:39:43+00:00,2.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 08:00,2.0,3.0,5,3,2026-07-19T14:39:43+00:00,2.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 08:00,3.0,3.0,6,4,2026-07-19T14:39:43+00:00,3.0,2026-07-19T14:39:43+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 08:00,2.0,3.0,6,4,2026-07-19T14:39:43+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 09:00,3.0,3.0,6,4,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 09:00,3.0,4.0,4,4,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 09:00,3.0,3.0,5,3,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 09:00,2.0,4.0,7,7,2026-07-19T15:36:01+00:00,2.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 09:00,2.0,4.0,7,7,2026-07-19T15:36:01+00:00,2.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 09:00,3.0,4.0,3,4,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 09:00,3.0,4.0,3,4,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 09:00,3.0,4.0,4,4,2026-07-19T15:36:01+00:00,3.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 09:00,2.0,2.0,6,4,2026-07-19T15:36:01+00:00,2.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 09:00,2.0,3.0,5,3,2026-07-19T15:36:01+00:00,2.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 09:00,2.0,3.0,6,4,2026-07-19T15:36:01+00:00,2.0,2026-07-19T15:36:01+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 09:00,2.0,3.0,6,4,2026-07-19T15:36:01+00:00,,,,,OK
Edmonton,Edmonton,2026-07-19 10:00,3.0,3.0,6,4,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-19 10:00,3.0,4.0,4,4,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-19 10:00,3.0,3.0,5,3,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-19 10:00,2.0,4.0,7,7,2026-07-19T16:34:48+00:00,2.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-19 10:00,2.0,4.0,7,7,2026-07-19T16:34:48+00:00,2.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-19 10:00,3.0,4.0,3,4,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-19 10:00,3.0,4.0,3,4,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-19 10:00,3.0,4.0,4,4,2026-07-19T16:34:48+00:00,3.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-19 10:00,2.0,2.0,6,4,2026-07-19T16:34:48+00:00,2.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-19 10:00,2.0,3.0,5,3,2026-07-19T16:34:48+00:00,2.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-19 10:00,2.0,3.0,6,4,2026-07-19T16:34:48+00:00,2.0,2026-07-19T16:34:48+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-19 10:00,3.0,3.0,6,4,2026-07-19T16:34:48+00:00,,,,,OK
